語句,読み,意味,語源等解説,関連語,関連分野,難易度
original,オリ́ジナル,独創的な・原初の,"ラテン語 ""origo""(起源)。派生: originally(オリ́ジナリ): 元々 / originate(オリ́ジネイト): 起源を持つ","creative(クリエ́イティヴ): 創造的な, first(ファ́ースト): 最初の",人・社会,intermediate
originally,Originally,originalの状態で,,,人・社会,intermediate
other,ア́ザー,他の,"古英語 ""ōther""。派生: otherwise(ア́ザワイズ): さもないと / each other(イ́ーチアザー): 互いに","another(アナ́ザー): もう一つの, different(ディ́ファレント): 違う",言語基本,beginner
our,ア́ワー,私たちの,"古英語 ""ūre""。派生: ours(ア́ワーズ): 私たちのもの / ourselves(アワセ́ルヴズ): 私たち自身","my(マ́イ): 私の, their(ゼ́ア): 彼らの、we(ウィー): 私たちは, us(アス): 私たちを",言語基本,beginner
ours,Ours,私たちのもの,,,食・健康,intermediate
out,ア́ウト,外へ・外に,"古英語 ""ūt""。派生: outside(ア́ウトサイド): 外側 / outcome(ア́ウトカム): 結果","in(イ́ン): 中に, within(ウィジ́ン): 内部に",場所・移動,beginner
outdoor,ア́ウトドア,屋外の,out + door。派生: outdoors(ア́ウトドーズ): 戸外で / outdoor activities(ア́ウトドアアクティ́ヴィティズ): 野外活動,"outside(ア́ウトサイド): 外の, indoor(イ́ンドア): 屋内の",場所・移動,beginner
outside,ア́ウトサイド,外側・外側に,out + side。派生: outsider(ア́ウトサイダー): 部外者 / outside of(ア́ウトサイドオブ): 〜の外に,"exterior(エクスティ́アリア): 外部, inside(インサ́イド): 内側",場所・移動,beginner
over,オ́ウヴァー,〜の上に・終わって,"古英語 ""ofer""。派生: overcome(オーヴァカ́ム): 克服する / all over(オ́ールオーヴァー): 至る所に","above(アバ́ヴ): 上に, across(アクロ́ス): 横切って",場所・移動,beginner
overseas,Overseas,海外へ,,,場所・移動,intermediate
own,オ́ウン,自分自身の・所有する,"古英語 ""āgen""。派生: owner(オ́ウナー): 所有者 / on one's own(オンワ́ンズオウン): 独力で","possess(ポゼ́ス): 所有する, have(ハ́ヴ): 持つ",時間・数量,beginner
owner,Owner,ownする人,,,人・社会,intermediate
page,ペ́イジ,ページ,"ラテン語 ""pagina""。派生: pager(ペ́イジャー): ポケベル / front page(フロ́ントページ): 一面","sheet(シ́ート): 紙, book(ブ́ック): 本",人・社会,beginner
paint,ペ́イント,ペンキ・塗る,"ラテン語 ""pingere""(描く)。派生: painter(ペ́インター): 画家 / painting(ペ́インティング): 絵画","draw(ドロ́ー): 描く, color(カ́ラー): 色",人・社会,beginner
painting,Painting,絵画,,,食・健康,intermediate
pair,ペ́ア,一組・対,"ラテン語 ""par""(等しい)。派生: a pair of(アペ́アオブ): 一組の / compare(コンペ́ア): 比較する(同根)","couple(カ́プル): 一対, set(セ́ット): セット",人・社会,beginner
panda,Panda,パンダ,,,食・健康,intermediate
paper,ペ́イパー,紙・論文,"ラテン語 ""papyrus""。派生: paperback(ペ́イパーバック): ペーパーバック / newspaper(ニ́ューズペーパー): 新聞","sheet(シ́ート): 紙, document(ド́キュメント): 文書",学校・学習,beginner
pardon,Pardon,許す、もう一度言ってください,,,食・健康,intermediate
parent,ペ́アレント,親,"ラテン語 ""parere""(生む)。派生: parental(パレ́ンタル): 親の / grandparent(グラ́ンドペアレント): 祖父母","father(ファ́ーザー): 父, mother(マ́ザー): 母",人・社会,beginner
park,パ́ーク,公園・駐車する,"古フランス語 ""parc""。派生: parking(パ́ーキング): 駐車 / national park(ナ́ショナルパーク): 国立公園","garden(ガ́ーデン): 庭, lot(ロ́ット): 駐車場",場所・移動,beginner
part,パ́ート,部分・分かれる,"ラテン語 ""pars""。派生: partial(パ́ーシャル): 部分的な / take part in(テ́イクパートイン): 参加する","piece(ピ́ース): 断片, section(セ́クション): 部分",時間・数量,beginner
partner,Partner,partnする人,,,人・社会,intermediate
party,パ́ーティ,パーティー・政党,"ラテン語 ""pars""(部分)。派生: political party(ポリ́ティカルパーティ): 政党 / party member(パ́ーティメンバー): 党員","celebration(セレブレ́イション): 祝賀, group(グル́ープ): 集団",運動・娯楽,beginner
pass,パ́ス,通過する・合格する,"ラテン語 ""passus""(歩み)。派生: passage(パ́セージ): 通路 / pass by(パ́スバイ): 通り過ぎる","go by(ゴ́ーバイ): 通り過ぎる, fail(フェ́イル): 失敗する",学校・学習,beginner
passenger,パ́センジャー,乗客,"古仏語 ""passager""。派生: fellow passenger(フェ́ロウパセンジャー): 同乗者 / passenger seat(パ́センジャーシート): 助手席","traveler(トラ́ヴェラー): 旅行者, rider(ラ́イダー): 乗客",人・社会,beginner
past,パ́スト,過去・〜を過ぎて,pass の過去分詞。派生: in the past(インザパ́スト): 過去に / past tense(パ́ストテンス): 過去時制,"history(ヒ́ストリー): 歴史, ago(アゴ́ウ): 〜前に",人・社会,beginner
patient,ペ́イシェント,患者・忍耐強い,"ラテン語 ""patiens""(耐える)。派生: patience(ペ́イシェンス): 忍耐 / impatient(インペ́イシェント): せっかちな","sick person(シ́ックパーソン): 病人, enduring(エンデュ́アリング): 我慢強い",人・社会,beginner
pay,ペ́イ,払う・給料,"ラテン語 ""pacare""(なだめる)。派生: payment(ペ́イメント): 支払い / pay attention(ペ́イアテンション): 注意を払う","spend(スペ́ンド): 費やす, salary(サ́ラリ): 給料",人・社会,beginner
P.E.,P.E.,体育,,,食・健康,intermediate
peace,ピ́ース,平和,"ラテン語 ""pax""。派生: peaceful(ピ́ースフル): 平和な / peace treaty(ピ́ーストリーティ): 平和条約","calm(カ́ーム): 穏やか, war(ウォ́ー): 戦争",人・社会,beginner
peaceful,Peaceful,平和な,,,人・社会,intermediate
peach,Peach,桃,,,食・健康,intermediate
pen,ペ́ン,ペン,"ラテン語 ""penna""(羽)。派生: ballpoint pen(ボ́ールポイントペン): ボールペン / pen pal(ペ́ンパル): 文通相手","pencil(ペ́ンスル): 鉛筆, write(ラ́イト): 書く",人・社会,beginner
pencil,ペ́ンスル,鉛筆,"ラテン語 ""penicillus""(小さな尾)。派生: pencil case(ペ́ンスルケース): 筆箱 / pencil sharpener(ペ́ンスルシャープナー): 鉛筆削り","pen(ペ́ン): ペン, eraser(イレ́イサー): 消しゴム",人・社会,beginner
penguin,Penguin,ペンギン,,,食・健康,intermediate
people,ピ́ープル,人々,"ラテン語 ""populus""(民衆)。派生: peoples(ピ́ープルズ): 諸民族 / peopled(ピ́ープルド): 人が住む","person(パ́ーソン): 人, folk(フォ́ウク): 人々",人・社会,beginner
percent,パセ́ント,パーセント,"ラテン語 ""per centum""(百につき)。派生: percentage(パセ́ンテージ): 割合 / ten percent(テ́ンパセント): 10パーセント","rate(レ́イト): 割合, proportion(プロポ́ーション): 比率",人・社会,beginner
perfect,パ́ーフェクト,完璧な,"ラテン語 ""perfectus""(完成した)。派生: perfection(パフェ́クション): 完璧 / perfectly(パ́ーフェクトリ): 完璧に","ideal(アイデ́ィアル): 理想的な, flawless(フロ́ーレス): 欠点のない",人・社会,beginner
perform,パフォ́ーム,実行する・演じる,"古仏語 ""parfournir""(成し遂げる)。派生: performance(パフォ́ーマンス): 公演・実行 / performer(パフォ́ーマー): 演奏者","execute(エ́クシキュート): 実行する, act(ア́クト): 演じる",自然・環境,intermediate
performance,Performance,演技、パフォーマンス,,,食・健康,intermediate
performer,Performer,performする人,,,人・社会,intermediate
perhaps,パハ́プス,たぶん,per + hap(偶然)。派生: by hap(バイハ́プ): 偶然に / mayhap(メ́イハプ): ひょっとして(古語),"maybe(メ́イビー): たぶん, possibly(ポ́シブリ): 可能性として",人・社会,beginner
period,ピ́アリアド,期間・終止符,"ギリシャ語 ""periodos""(周期)。派生: periodic(ピアリオ́ディック): 定期的な / period of time(ピ́アリアドオブタイム): 期間","time(タ́イム): 時間, era(イ́アラ): 時代",時間・数量,intermediate
person,パ́ーソン,人,"ラテン語 ""persona""(仮面)。派生: personal(パ́ーソナル): 個人的な / personality(パーソナ́リティ): 個性","individual(インディヴィ́ジュアル): 個人, people(ピ́ープル): 人々",人・社会,beginner
personal,Personal,個人的な,,,人・社会,intermediate
pet,ペ́ット,ペット・可愛がる,語源不詳。派生: petting(ペ́ティング): 愛撫 / pet shop(ペ́ットショップ): ペットショップ,"animal(ア́ニマル): 動物, dog(ド́グ): 犬",自然・環境,beginner
phone,フォ́ウン,電話,telephone の短縮。派生: smartphone(スマ́ートフォン): スマートフォン / phone call(フォ́ウンコール): 電話,"call(コ́ール): 電話する, mobile(モ́ウバイル): 携帯電話",人・社会,beginner
photo,フォ́ト,写真,photograph の短縮。派生: photocopy(フォ́トコピー): 複写 / photograph(フォ́トグラフ): 写真,"picture(ピ́クチャー): 写真, image(イ́メジ): 画像",運動・娯楽,beginner
photographer,Photographer,photographする人,,,人・社会,intermediate
piano,ピア́ノ,ピアノ,"イタリア語 ""pianoforte""(弱く強く)。派生: pianist(ピア́ニスト): ピアニスト / grand piano(グラ́ンドピアノ): グランドピアノ","music(ミュ́ージック): 音楽, keyboard(キ́ーボード): 鍵盤",運動・娯楽,beginner
pick,ピ́ック,選ぶ・摘む,"中英語 ""piken""。派生: picker(ピ́ッカー): 摘む人 / pick up(ピ́ックア́ップ): 拾い上げる","choose(チュ́ーズ): 選ぶ, select(セレ́クト): 選択する",人・社会,beginner
picnic,Picnic,ピクニック,,,食・健康,intermediate
picture,ピ́クチャー,絵・写真,"ラテン語 ""pictura""(絵)。派生: picturesque(ピクチャレ́スク): 絵のように美しい / motion picture(モ́ウションピクチャー): 映画","photo(フォ́ト): 写真, image(イ́メジ): 画像",運動・娯楽,beginner
pie,Pie,パイ,,,食・健康,intermediate
piece,ピ́ース,一片・作品,"古仏語 ""piece""。派生: piece by piece(ピ́ースバイピース): 少しずつ / masterpiece(マ́スターピース): 傑作","part(パ́ート): 部分, fragment(フラ́グメント): 断片",人・社会,beginner
pig,Pig,豚,,,食・健康,intermediate
pilot,パ́イロット,パイロット・水先案内人,"ギリシャ語 ""pedon""(舵)。派生: autopilot(オ́ートパイロット): 自動操縦 / test pilot(テ́ストパイロット): テストパイロット","captain(キャ́プテン): 機長, fly(フラ́イ): 飛ぶ",場所・移動,beginner
pineapple,Pineapple,パイナップル,,,食・健康,intermediate
pink,ピ́ンク,ピンク色,花の名前から。派生: pinkish(ピ́ンキッシュ): ピンクがかった / hot pink(ホ́ットピンク): ショッキングピンク,"red(レ́ッド): 赤, rose(ロ́ウズ): バラ色",自然・環境,beginner
pizza,Pizza,ピザ,,,食・健康,intermediate
place,プレ́イス,場所・置く,"ラテン語 ""platea""(広場)。派生: placement(プレ́イスメント): 配置 / take place(テ́イクプレイス): 起こる","location(ロケ́イション): 場所, put(プ́ット): 置く",場所・移動,beginner
plan,プラ́ン,計画・計画する,"ラテン語 ""planus""(平らな)。派生: planning(プラ́ニング): 計画 / floor plan(フロ́アプラン): 間取り図","scheme(スキ́ーム): 計画, design(ディザ́イン): 設計",人・社会,beginner
plane,プレ́イン,飛行機・平面,"ラテン語 ""planum""(平面)。派生: airplane(エ́アプレイン): 飛行機 / plane ticket(プレ́インチケット): 航空券","aircraft(エ́アクラフト): 航空機, flat(フラ́ット): 平らな",場所・移動,beginner
planet,プラ́ネット,惑星,"ギリシャ語 ""planetes""(さまよう者)。派生: planetary(プラ́ネタリ): 惑星の / planetarium(プラネテ́アリアム): プラネタリウム","earth(ア́ース): 地球, star(スタ́ー): 星",自然・環境,beginner
plant,プラ́ント,植物・植える,"ラテン語 ""planta""(若芽)。派生: plantation(プランテ́イション): 農園 / implant(インプラ́ント): 埋め込む","tree(トゥリ́ー): 木, flower(フラ́ウアー): 花",自然・環境,beginner
plastic,Plastic,プラスチック,,,食・健康,intermediate
plate,プレ́イト,皿,"ギリシャ語 ""platus""(平らな)。派生: platter(プラ́ター): 大皿 / plate glass(プレ́イトグラス): 板ガラス","dish(ディ́シュ): 皿, bowl(ボ́ウル): ボウル",人・社会,beginner
play,プレ́イ,遊ぶ・演奏する,"古英語 ""plegan""。派生: player(プレ́イアー): 選手 / playground(プレ́イグラウンド): 遊び場","game(ゲ́イム): 遊び, sport(スポ́ート): スポーツ",運動・娯楽,beginner
player,プレ́イアー,選手・演奏者,"play(遊ぶ・演奏する) + -er。派生: team player(チームプレイヤー): チームプレーヤー / music player(ミュージックプレイヤー): 音楽プレーヤー","athlete(ア́スリート): 運動選手, musician(ミューズィ́シャン): 音楽家",運動・娯楽,intermediate
