語句,読み,意味,語源等解説,関連語,関連分野,難易度
pocket,ポ́ケット,ポケット,"古フランス語 ""poquete""(小さな袋)。派生: pocketbook(ポ́ケットブック): ハンドバッグ / pickpocket(ピ́ックポケット): すり","bag(バ́ッグ): かばん, purse(パ́ース): 財布",生活,初級
poet,Poet,[手動確認必要: poet],poet の語源情報が必要です。,,中級語彙,中級
point,ポ́イント,点・指す,"ラテン語 ""punctum""(刺されたもの)。派生: pointer(ポ́インター): 指示棒 / pointed(ポ́インティド): とがった","spot(スポ́ット): 点, indicate(イ́ンディケイト): 指し示す",概念,初級
police,ポリ́ース,警察,"ギリシャ語 ""polis""(都市)。派生: policeman(ポリ́ースマン): 警察官 / policy(ポ́リシー): 政策","officer(オ́フィサー): 役人, law(ロ́ー): 法律",社会,初級
pond,Pond,[手動確認必要: pond],pond の語源情報が必要です。,,中級語彙,中級
pool,プー́ル,プール・水たまり,"古英語 ""pol""(水たまり)。派生: swimming pool(スウィ́ミングプール): プール / gene pool(ジー́ンプール): 遺伝子プール","pond(ポ́ンド): 池, lake(レ́イク): 湖",生活,初級
poor,プ́ア,貧しい,"ラテン語 ""pauper""(貧しい)。派生: poverty(ポ́ヴァティ): 貧困 / poorly(プ́アリ): 貧しく","rich(リ́ッチ): 豊かな, wealthy(ウェ́ルシー): 裕福な",評価,初級
pop,Pop,[手動確認必要: pop],pop の語源情報が必要です。,,中級語彙,中級
popular,ポ́ピュラー,人気のある,"ラテン語 ""populus""(人々)。派生: popularity(ポピュラ́リティ): 人気 / popularize(ポ́ピュラライズ): 普及させる","famous(フェ́イマス): 有名な, common(コ́マン): 一般的な",評価,初級
population,ポピュレ́イション,人口,"ラテン語 ""populus""(人々)。派生: populate(ポ́ピュレイト): 住む / populous(ポ́ピュラス): 人口の多い","people(ピ́ープル): 人々, inhabitants(インハ́ビタンツ): 住民",社会,初級
pork,Pork,[手動確認必要: pork],pork の語源情報が必要です。,,中級語彙,中級
position,ポジ́ション,位置・立場,"ラテン語 ""ponere""(置く)。派生: positional(ポジ́ショナル): 位置の / positioning(ポジ́ショニング): 位置づけ","place(プレ́イス): 場所, location(ロケ́イション): 位置",位置,初級
positive,ポ́ジティヴ,積極的な・肯定的な,"ラテン語 ""positivus""(置かれた)。派生: positively(ポ́ジティヴリ): 積極的に / positivity(ポジティ́ヴィティ): 積極性","negative(ネ́ガティヴ): 否定的な, affirmative(アファ́ーマティヴ): 肯定的な",評価,初級
possible,ポ́シブル,可能な,"ラテン語 ""possibilis""(できる)。派生: possibility(ポシビ́リティ): 可能性 / possibly(ポ́シブリ): もしかすると","able(エ́イブル): 可能な, impossible(インポ́シブル): 不可能な",状態,初級
post,ポ́ウスト,郵便・柱,"ラテン語 ""postis""(柱)。派生: postman(ポ́ウストマン): 郵便配達員 / postcard(ポ́ウストカード): はがき","mail(メ́イル): 郵便, pole(ポ́ウル): 柱",伝達,初級
poster,Poster,postする人,poster の語源情報が必要です。,,名詞,中級
pot,ポ́ット,なべ,"古英語 ""pott""。派生: pottery(ポ́タリ): 陶器 / teapot(ティ́ーポット): ティーポット","pan(パ́ン): フライパン, kettle(ケ́トル): やかん",生活,初級
potato,Potato,[手動確認必要: potato],potato の語源情報が必要です。,,中級語彙,中級
power,パ́ウアー,力・電力,"ラテン語 ""posse""(できる)。派生: powerful(パ́ウアフル): 強力な / powerless(パ́ウアレス): 無力な","strength(ストレ́ングス): 力, energy(エ́ナジー): エネルギー",概念,初級
powerful,Powerful,強力な,powerful の詳細な語源情報を追加してください。,,中級語彙,中級
practice,プラ́クティス,練習・実践,"ギリシャ語 ""praktikos""(実践的な)。派生: practical(プラ́クティカル): 実用的な / practitioner(プラクティ́ショナー): 実践者","exercise(エ́クササイズ): 練習, training(トレ́イニング): 訓練",学習,初級
praise,プレ́イズ,称賛・ほめる,"ラテン語 ""pretiare""(評価する)。派生: praiseworthy(プレ́イズワージー): 称賛に値する / self-praise(セ́ルフプレイズ): 自画自賛","compliment(コ́ンプリメント): 賛辞, admire(アドマ́イアー): 賞賛する",評価,初級
pray,プレ́イ,祈る,"ラテン語 ""precari""(懇願する)。派生: prayer(プレ́アー): 祈り / pray for(プレ́イフォー): 〜のために祈る","worship(ワ́ーシップ): 礼拝する, beg(ベ́ッグ): 懇願する",動作,初級
prefer,Prefer,好む,prefer の詳細な語源情報を追加してください。,,中級語彙,中級
prepare,プリペ́アー,準備する,"ラテン語 ""praeparare""。""prae-""(前に)+""parare""(用意する)。派生: preparation(プレパレ́イション): 準備 / prepared(プリペ́アド): 準備ができた","ready(レ́ディ): 準備ができた, arrange(アレ́インジ): 整える",動作,初級
present,プレ́ゼント,現在の・贈り物・出席している,"ラテン語 ""praesentare""(目の前に置く)。派生: presentation(プレゼンテ́イション): 発表 / presently(プレ́ゼントリ): まもなく","gift(ギ́フト): 贈り物, current(カ́レント): 現在の",時間,初級
presentation,Presentation,presentationすること,presentation の語源情報が必要です。,,名詞,中級
president,プレ́ジデント,大統領・社長,"ラテン語 ""praesidere""(前に座る)。派生: presidential(プレジデ́ンシャル): 大統領の / presidency(プレ́ジデンシー): 大統領職","leader(リ́ーダー): 指導者, chairman(チェ́アマン): 議長",社会,初級
pressure,Pressure,[手動確認必要: pressure],pressure の語源情報が必要です。,,中級語彙,中級
pretty,プリ́ティ,かわいい・かなり,"古英語 ""prættig""(ずるい)。派生: prettily(プリ́ティリ): かわいらしく / prettiness(プリ́ティネス): かわいらしさ","beautiful(ビュ́ーティフル): 美しい, lovely(ラ́ヴリ): 愛らしい",評価,初級
price,プラ́イス,価格,"ラテン語 ""pretium""(価値)。派生: priceless(プラ́イスレス): 貴重な / pricing(プラ́イシング): 価格設定","cost(コ́スト): 費用, value(ヴァ́リュー): 価値",価格,初級
print,プリ́ント,印刷する,"ラテン語 ""premere""(押す)。派生: printer(プリ́ンター): 印刷機 / printing(プリ́ンティング): 印刷","publish(パ́ブリシュ): 出版する, copy(コ́ピー): コピーする",動作,初級
prize,プラ́イズ,賞,"ラテン語 ""pretium""(価値)。派生: prizewinner(プラ́イズウィナー): 受賞者 / prize money(プラ́イズマニー): 賞金","award(アウォ́ード): 賞, reward(リウォ́ード): 報酬",評価,初級
probably,プロ́バブリ,たぶん,"ラテン語 ""probabilis""(証明できる)。派生: probable(プロ́バブル): ありそうな / probability(プロバビ́リティ): 確率","maybe(メ́イビー): たぶん, perhaps(パハ́ップス): おそらく",副詞,初級
problem,プロ́ブレム,問題,"ギリシャ語 ""problema""(投げかけられたもの)。派生: problematic(プロブレマ́ティック): 問題のある / problem-solving(プロ́ブレムソルヴィング): 問題解決","issue(イ́シュー): 問題, difficulty(ディ́フィカルティ): 困難",概念,初級
produce,プロデュ́ース,生産する・農産物,"ラテン語 ""producere""(前に導く)。派生: product(プロ́ダクト): 製品 / production(プロダ́クション): 生産","make(メ́イク): 作る, create(クリエ́イト): 創造する",動作,初級
product,Product,[手動確認必要: product],product の語源情報が必要です。,,中級語彙,中級
professional,Professional,専門的な,professional の詳細な語源情報を追加してください。,,中級語彙,中級
program,プロ́グラム,プログラム・番組,"ギリシャ語 ""programma""(書かれたもの)。派生: programmer(プロ́グラマー): プログラマー / programming(プロ́グラミング): プログラミング","schedule(スケ́ジュール): 予定, plan(プラ́ン): 計画",概念,初級
promise,プロ́ミス,約束,"ラテン語 ""promittere""(前に送る)。派生: promising(プロ́ミシング): 有望な / keep a promise(キ́ープアプロミス): 約束を守る","pledge(プレ́ッジ): 誓約, vow(ヴァ́ウ): 誓い",伝達,初級
protect,プロテ́クト,保護する,"ラテン語 ""protegere""(前で覆う)。派生: protection(プロテ́クション): 保護 / protective(プロテ́クティヴ): 保護的な","guard(ガ́ード): 守る, defend(ディフェ́ンド): 防御する",動作,初級
proud,プラ́ウド,誇りに思う,"古英語 ""prud""(誇り高い)。派生: proudly(プラ́ウドリ): 誇らしげに / be proud of(ビ́ープラウドオヴ): 〜を誇りに思う","pleased(プリ́ーズド): 喜んで, honored(オ́ナード): 光栄に思う",感情,初級
provide,プロヴァ́イド,提供する,"ラテン語 ""providere""(前もって見る)。派生: provider(プロヴァ́イダー): 提供者 / provision(プロヴィ́ジョン): 供給","supply(サプラ́イ): 供給する, offer(オ́ファー): 提供する",動作,初級
public,パ́ブリック,公の・公衆,"ラテン語 ""publicus""(人々の)。派生: publicly(パ́ブリクリ): 公に / publication(パブリケ́イション): 出版","common(コ́マン): 共通の, private(プラ́イヴェット): 私的な",評価,初級
pull,プ́ル,引く,"古英語 ""pullian""。派生: pulling(プ́リング): 引くこと / pull out(プ́ルアウト): 引き抜く","drag(ドラ́ッグ): 引きずる, push(プ́ッシュ): 押す",動作,初級
purple,パ́ープル,紫色,"ラテン語 ""purpura""(紫貝)。派生: purplish(パ́ープリシュ): 紫がかった / purple prose(パ́ープルプロウズ): 華麗な文章","violet(ヴァ́イオレット): すみれ色, color(カ́ラー): 色",色,初級
push,プ́ッシュ,押す,"ラテン語 ""pulsare""(押す)。派生: pushing(プ́ッシング): 押すこと / push away(プ́ッシュアウェイ): 押しのける","press(プレ́ス): 押す, pull(プ́ル): 引く",動作,初級
put,プ́ット,置く,"古英語 ""putian""。派生: putting(プ́ッティング): 置くこと / put on(プ́ットオン): 着る","place(プレ́イス): 置く, set(セ́ット): 置く",動作,初級
quantity,Quantity,[手動確認必要: quantity],quantity の語源情報が必要です。,,中級語彙,中級
quarter,クウォ́ーター,4分の1・地区,"ラテン語 ""quartarius""(4番目)。派生: quarterly(クウォ́ーターリ): 四半期ごとの / headquarters(ヘ́ッドクウォーターズ): 本部","fourth(フォ́ース): 4番目, district(ディ́ストリクト): 地区",数,初級
queen,クウィ́ーン,女王,"古英語 ""cwen""(女性)。派生: queenly(クウィ́ーンリ): 女王らしい / queen bee(クウィ́ーンビー): 女王蜂","king(キ́ング): 王, princess(プリ́ンセス): 王女",歴史,初級
question,クウェ́スチョン,質問,"ラテン語 ""quaerere""(求める)。派生: questionable(クウェ́スチョナブル): 疑わしい / questionnaire(クウェスチョネ́アー): アンケート","ask(ア́スク): 尋ねる, inquiry(インクワ́イアリ): 質問",伝達,初級
quick,クウィ́ック,速い,"古英語 ""cwic""(生きている)。派生: quickly(クウィ́クリ): すばやく / quickness(クウィ́クネス): 速さ","fast(ファ́スト): 速い, rapid(ラ́ピッド): 急速な",評価,初級
quickly,Quickly,素早く,quickly の詳細な語源情報を追加してください。,,中級語彙,中級
quiet,クワ́イエット,静かな,"ラテン語 ""quietus""(静まった)。派生: quietly(クワ́イエットリ): 静かに / quietness(クワ́イエットネス): 静けさ","silent(サ́イレント): 無言の, peaceful(ピ́ースフル): 平和な",評価,初級
quietly,Quietly,静かに,quietly の詳細な語源情報を追加してください。,,中級語彙,中級
quite,クワ́イト,かなり・まったく,"中英語 ""quite""(完全に)。派生: not quite(ノ́ットクワイト): まったく〜ない / quite a few(クワ́イトアフュー): かなり多くの","very(ヴェ́リ): とても, fairly(フェ́アリ): かなり",程度,初級
quiz,Quiz,[手動確認必要: quiz],quiz の語源情報が必要です。,,中級語彙,中級
rabbit,ラ́ビット,ウサギ,"中英語 ""rabet""。派生: rabbit hole(ラ́ビットホウル): ウサギの穴 / cottontail rabbit(コ́トンテイルラビット): ワタオウサギ","hare(ヘ́アー): 野ウサギ, bunny(バ́ニー): 子ウサギ",生物,初級
